"typeID","text","filename","speaker","textagain","baseType","topic","info","confirms",,"requires_gender","requires_news",,"provides_gender","provides_news"
0,"Have you heard the what Tiffany Ricci has been doing?","1_0_040",1,"Have you heard the what Tiffany ricci has been doing?","introduce_topic","Tiffany ricci",,,,,,,"female",
0,"Have we seen Ming Norris lately?","1_0_041",1,"Have we seen Ming norris lately?","introduce_topic","Ming norris",,,,,,,"female",
0,"I heard from Cho Goh the other day.","1_0_042",1,"I heard from Cho goh the other day.","introduce_topic","Cho goh",,,,,,,"female",
0,"What did Kwan Miller say the other day?","1_0_043",1,"What did Kwan miller say the other day?","introduce_topic","Kwan miller",,,,,,,"female",
0,"Do you guys know if Gina Mueller is going to be at work tomorrow?","1_0_044",1," Do you guys know if Gina mueller is going to be at work tomorrow?","request_bool","Gina mueller","Is going to be at work tomorrow",,,,,,"female",
0,"Say, do you guys know if Elmer Russo ever became a ninja?","1_0_045",1,"Say, do you guys know if Elmer russo ever became a ninja?","request_bool","Elmer russo","became a ninja",,,,,,"male",
0,"Is Lucinda Steiner still stuck in that yoga pose?","1_0_046",1,"Is Lucinda steiner still stuck in that yoga pose?","request_bool","Lucinda steiner","stuck in yoga pose",,,,,,"female",
0,"Has Stevie O'Brien stopped shaving his eyebrows yet?","1_0_047",1,"Has Stevie o'brien stopped shaving his eyebrows yet?","request_bool","Stevie o'brien","shaved his eyebrows",,,,,,"male",
0,"Does Jeremiah O'Connor really think he's a bullfrog?","1_0_048",1,"Does Jeremiah o'connor really think he's a bullfrog?","request_bool","Jeremiah o'connor","thinks he's a frog",,,,,,"male",
0,"Say, do you know if Jack Howards appeared on that game show?","1_0_049",1,"Say, do you know if Jack howards appeared on that game show?","request_bool","Jack howards","appeared on a game show",,,,,,"male",
0,"Does Hiram Yamaguchi still have that recipe for chocolate macaroons?","1_0_050",1,"Does Hiram yamaguchi still have that recipe for chocolate macaroons?","request_bool","Hiram yamaguchi","has a recipe",,,,,,"male",
0,"Did Missy Sabra give her pet rock collection to her new girlfriend?","1_0_051",1,"Did Missy sabra give her pet rock collection to her new girlfriend?","request_bool","Missy sabra","gave collection away",,,,,,"female",
0,"Did you guys hear that Lynette Thomson finally finished her PhD?","1_0_052",1,"  Did you guys hear that Lynette thomson finally finished her PhD?","specific_info","Lynette thomson","finally finished her PhD",,,,,,"female","positive"
0,"So I just saw Albert Ricci getting a speeding ticket on the way over here.","1_0_053",1,"   So I just saw Albert ricci getting a speeding ticket on the way over here","specific_info","Albert ricci","got a speeding ticket",,,,,,"male","negative"
1,"Say, do you know if he is planning on joining our little conference call tomorrow?","1_1_001",1," Say, do you know if he is planning on joining our little conference call tomorrow?","request_bool",,"Is planning on joining a conference",,,"male",,,,
1,"Is he still under investigation for that incident with the vending machines?","1_1_002",1,"Is he still under investigation for that incident with the vending machines?","request_bool",,"is under investigation",,,"male",,,,
1,"Oh, say, did she end up buying that old warehouse on 3rd street?","1_1_003",1,"Oh, say, did she end up buying that old warehouse on 3rd street?","request_bool",,"bought a warehouse",,,"female",,,,
1,"Is it true that he eats four buckets of chicken for dinner?","1_1_004",1,"Is it true that he eats four buckets of chicken for dinner?","request_bool",,"eats four buckets of chicken",,,"male",,,,
1,"Is it true that her Mom was yelling at her outside the caf√©?","1_1_005",1,"Is it true that her Mom was yelling at her outside the café?","request_bool",,"was yelled at",,,"female",,,,
1,"Is it true that he wears a snow suit in August?","1_1_006",1,"Is it true that he wears a snow suit in August?","request_bool",,"wears a snow suit",,,"male",,,,
1,"Is it true that he break dances before going to sleep?","1_1_007",1,"Is it true that he break dances before going to sleep?","request_bool",,"is a break dancer",,,"male",,,,
1,"Did his new cat really attack the postman?","1_1_008",1,"Did his new cat really attack the postman?","request_bool",,"has a new cat",,,"male",,,,
1,"Do you know if he is planning to dye his hair purple?","1_1_009",1,"Do you know if he is planning to dye his hair purple?","request_bool",,"is planning on dyeing his hair",,,"male",,,,
1,"Is it true that he only talks to his pet hamster?","1_1_010",1,"Is it true that he only talks to his pet hamster?","request_bool",,"talks to his pet hamster",,,"male",,,,
1,"Is it true that she prefers pants four sizes too small?","1_1_011",1,"Is it true that she prefers pants four sizes too small?","request_bool",,"prefers small pants",,,"female",,,,
1,"Did she really join a motorcycle gang?","1_1_012",1,"Did she really join a motorcycle gang?","request_bool",,"joined a motorcycle gang",,,"female",,,,
1,"Was that her new puppy waiting by the fence?","1_1_013",1,"Was that her new puppy waiting by the fence?","request_bool",,"has a new puppy",,,"female",,,,
1,"Say, did her husband buy her power tools for her birthday?","1_1_014",1,"Say, did her husband buy her power tools for her birthday?","request_bool",,"has new power tools",,,"female",,,,
1,"Is he still being accused of cheating on his taxes?","1_1_015",1,"Is he still being accused of cheating on his taxes?","request_bool",,"is being accused",,,"male",,,,
1,"Does he really collect custom-blown glass figurines?","1_1_016",1,"Does he really collect custom-blown glass figurines?","request_bool",,"collects figurines",,,"male",,,,
1,"Is it true that he has finally learned to sing on-key?","1_1_017",1,"Is it true that he has finally learned to sing on-key?","request_bool",,"sings on-key",,,"male",,,,
1,"Did he really just have a tiki party?","1_1_018",1,"Did he really just have a tiki party?","request_bool",,"had party",,,"male",,,,
1,"Is it true that she yodels when she's happy?","1_1_019",1,"Is it true that she yodels when she's happy?","request_bool",,"yodels when she's happy",,,"female",,,,
1,"Is it true that she got probation?","1_1_020",1,"Is it true that she got probation?","request_bool",,"got probation",,,"female",,,,
1,"Does she really like to feed live snakes?","1_1_021",1,"Does she really like to feed live snakes?","request_bool",,"feed live snakes",,,"female",,,,
1,"Is it true that she used to be a commodities trader?","1_1_022",1,"Is it true that she used to be a commodities trader?","request_bool",,"used to be a commodities trader",,,"female",,,,
1,"Have you heard she won employee of the month?","1_1_023",1,"Have you heard she won employee of the month?","request_bool",,"won employee of the month",,,"female",,,,
1,"Is it true that she can drive a race car?","1_1_024",1,"Is it true that she can drive a race car?","request_bool",,"can drive a race car",,,"female",,,,
1,"Was it really him on the front page of the newspaper?","1_1_025",1,"Was it really him on the front page of the newspaper?","request_bool",,"on the front page of the newspaper",,,"male",,,,
1,"Did he actually build his own computer?","1_1_026",1,"Did he actually build his own computer?","request_bool",,"build his own computer",,,"male",,,,
1,"Did you know that he lost his job?","1_1_027",1,"Did you know that he lost his job.","request_bool",,"lost his job",,,"male",,,,
1,"Wasn't he fined for dissing the judge?","1_1_028",1,"Wasn't he fined for dissing the judge?","request_bool",,"fined for dissing the judge",,,"male",,,,
1,"Wasn't he late for court?","1_1_029",1,"Wasn't he late for court?","request_bool",,"late for court",,,"male",,,,
1,"His homepage says he just had a baby girl..","1_1_030",1,"His homepage says he just had a baby girl,","specific_info",,"just had a baby girl",,,"male",,,,"positive"
1,"I heard she just bought a small island.","1_1_031",1," I heard she just bought a small island.","specific_info",,"bought a small island",,,"female",,,,"positive"
1,"I hear he's getting a divorce","1_1_032",1," I hear he's getting a divorce","specific_info",,"is getting a divorce",,,"male",,,,"negative"
1,"Can you believe he actually won the lottery?","1_1_033",1,"Can you believe he actually won the lottery?","specific_info",,"won the lottery",,,"male",,,,"positive"
1,"I heard she had her library card suspended for like a year.","1_1_034",1,"I heard she had her library card suspended for like a year.","specific_info",,"had her library card suspended",,,"female",,,,"negative"
1,"I heard he broke his arm playing poker.","1_1_035",1,"I heard he broke his arm playing poker.","specific_info",,"broke his arm",,,"male",,,,"negative"
1,"Did you know he started working at the gas station?","1_1_036",1,"Did you know he started working at the gas station?","specific_info",,"started working in gas station",,,"female",,,,"positive"
1,"I hear he finally got out of the hospital.","1_1_037",1,"I hear he finally got out of the hospital.","specific_info",,"just got out of the hospital",,,"male",,,,"positive"
1,"She dressed in army fatigues for ten days straight.","1_1_038",1,"She dressed in army fatigues for ten days straight.","specific_info",,"dressed in army fatigues",,,"female",,,,"positive"
1,"Did you hear she tried to buy a unicorn on eBay?","1_1_039",1,"Did you hear she tried to buy a unicorn on eBay?","specific_info",,"tried to buy a unicorn",,,"female",,,,"positive"
1,"Did you know she had all her mail forwarded to The White House?","1_1_040",1,"Did you know she had all her mail forwarded to The White House?","specific_info",,"had her mail forwarded",,,"female",,,,"positive"
1,"Can you believe he may be related to the Queen of England?","1_1_041",1,"Can you believe he may be related to the Queen of England?","specific_info",,"related to the Queen",,,"male",,,,"positive"
1,"Can you believe he only wears Super Hero underwear?","1_1_042",1,"Can you believe he only wears Super Hero underwear?","specific_info",,"only wears super hero underwear",,,"male",,,,"positive"
1,"Yeah, well let's just say she wears too much eyeliner..","1_1_043",1,"Yeah, well let's just say she wears too much eyeliner..","specific_info",,"wears too much eye liner",,,"female",,,,"negative"
1,"Can you believe that he got stuck to the toilet?","1_1_044",1,"Can you believe that he got stuck to the toilet?","specific_info",,"got stuck to toilet",,,"male",,,,"negative"
1,"I hear he was attacked by a rabid pigeon.","1_1_045",1,"I hear he was attacked by a rabid pigeon.","specific_info",,"attacked by bird",,,"male",,,,"negative"
1,"I hear he left his sink running for two weeks.","1_1_046",1,"I hear he left his sink running for two weeks.","specific_info",,"left sink running",,,"male",,,,"negative"
1,"Did her cell phone really fall in the toilet?","1_1_047",1,"Did her cell phone really fall in the toilet?","specific_info",,"cell phone fell",,,"female",,,,"negative"
1,"Did you hear that she only eats jelly donuts?","1_1_048",1,"Did you hear that she only eats jelly donuts?","specific_info",,"eats donuts",,,"female",,,,"negative"
1,"Did you know that he owned a pet store?","1_1_049",1,"Did you know that he owned a pet store?","specific_info",,"owns a pet store",,,"male",,,,"positive"
1,"Everyone thinks he's obnoxious.","1_1_050",1,"Everyone thinks he's obnoxious.","specific_info",,"is obnoxious",,,"male",,,,"negative"
1,"I am sure that she fixed all those mistakes.","1_1_051",1,"I am sure that she fixed all those mistakes.","specific_info",,"fixed all those mistakes",,,"female",,,,"positive"
1,"Some people say that she's the nicest person around.","1_1_052",1,"Some people say that she's the nicest person around.","specific_info",,"is the nicest person around",,,"female",,,,"positive"
1,"I heard that she lost her kitten.","1_1_053",1,"I heard that she lost her kitten.","specific_info",,"lost her kitten",,,"female",,,,"negative"
1,"She was asked to help at the pet shop.","1_1_054",1,"She was asked to help at the pet shop.","specific_info",,"was asked to help at a pet shop",,,"female",,,,"positive"
1,"I heard he was first in line for those concert tickets.","1_1_055",1,"I heard he was first in line for those concert tickets.","specific_info",,"was first in line for tickets",,,"male",,,,"positive"
1,"I heard she was evicted from that messy apartment.","1_1_056",1,"I heard she was evicted from that messy apartment.","specific_info",,"was evicted",,,"female",,,,"negative"
1,"I hear that she always writes nice notes to friends.","1_1_057",1,"I hear that she always writes nice notes to friends.","specific_info",,"writes nice notes",,,"female",,,,"positive"
1,"I heard that he has a really expensive camera.","1_1_058",1,"I heard that  he has a really expensive camera.","specific_info",,"has an expensive camera",,,"male",,,,"positive"
1,"I heard that she got a cool new phone.","1_1_059",1,"I heard that she got a cool new phone.","specific_info",,"got a cool new phone",,,"female",,,,"positive"
1,"I heard that she is always nice to talk to.","1_1_060",1,"I heard that she is always nice to talk to.","specific_info",,"is nice to talk to",,,"female",,,,"positive"
2," Hmph. Well I guess she'll be bragging about that for the next year.","1_2_001",1," Hmph. Well I guess she'll be bragging about that for the next year.","reaction",,,,,"female","positive",,,
2," That is so unfair. I hate him!","1_2_002",1," That is so unfair. I hate him!","reaction",,,,,"male","positive",,,
2,"Well, that's good. Finally she's catching a break.","1_2_003",1,"Well, that's good. Finally she's catching a break.","reaction",,,,,"female","positive",,,
2,"That's great - it makes me giggle.","1_2_004",1,"That's great - it makes me giggle.","reaction",,,,,,"positive",,,
2,"I'm happy to know things are working out for him.","1_2_005",1,"I'm happy to know things are working out for him.","reaction",,,,,"male","positive",,,
2,"I should toast to his good fortune.","1_2_006",1,"I should toast to his good fortune.","reaction",,,,,"male","positive",,,
2,"She deserves three cheers!","1_2_007",1,"She deserves three cheers!","reaction",,,,,"female","positive",,,
2,"There'll be no living with him now.","1_2_008",1,"They'll be no living with him now.","reaction",,,,,"male","positive",,,
2,"I've gotta shake her hand for that.","1_2_009",1,"I've gotta shake her hand for that.","reaction",,,,,"female","positive",,,
2,"That's simply amazing!","1_2_010",1,"That's simply amazing!","reaction",,,,,,"positive",,,
2,"Oh, that is really just too bad.","1_2_011",1,"     	Oh, that is really just too bad.","reaction",,,,,,"negative",,,
2,"That is hilarious -- I wish I could have seen her expression!","1_2_012",1,"       	That is hilarious -- I wish I could have seen her expression!","reaction",,,,,"female","negative",,,
2,"Huh. Well, serves him right, I guess.","1_2_013",1,"       	Huh. Well, serves him right, I guess.","reaction",,,,,"male","negative",,,
2,"Ha! well, I certainly don't feel sorry for her!","1_2_014",1,"Ha! well, I certainly don't feel sorry for her!","reaction",,,,,"female","negative",,,
2,"Really?  How horrible.","1_2_015",1,"Really?  How horrible.","reaction",,,,,,"negative",,,
2,"I hope he gets over his bad luck soon.","1_2_016",1,"I hope he gets over his bad luck soon.","reaction",,,,,"male","negative",,,
2,"Well, that's what you get for bragging so much.","1_2_017",1,"Well, that's what you get for bragging so much.","reaction",,,,,,"negative",,,
2,"It's almost too much to bear.","1_2_018",1,"It's almost too much to bear.","reaction",,,,,,"negative",,,
2,"I hope that he doesn't whine about it.","1_2_019",1,"I hope that he doesn't whine about it.","reaction",,,,,,"negative",,,
3,"Not according to her text messages.","1_3_001",1,"  Not according to her text messages.","provide_bool",,,"negative",,"female",,,,
3,"No, I think that's just a rumor.","1_3_002",1," No, I think that's just a rumor.","provide_bool",,,"negative",,,,,,
3,"No, although she'd like you to think so!","1_3_003",1,"No, although she'd like you to think so!","provide_bool",,,"negative",,"female",,,,
3,"No, I don't think so.","1_3_004",1,"No, I don't think so.","provide_bool",,,"negative",,,,,,
3,"Yes, someone recorded it on their cell phone.","1_3_005",1,"Yes, someone recorded it on their cell phone.","provide_bool",,,"positive",,,,,,
3,"Yes, and please don't say anything when you see her!","1_3_006",1,"Yes, and please don't say anything when you see her!","provide_bool",,,"positive",,"female",,,,
3,"No, his mother completely denies it.","1_3_007",1,"No, his mother completely denies it.","provide_bool",,,"negative",,"male",,,,
3,"No, she wouldn't know the truth if it bit her.","1_3_008",1,"No, she wouldn't know the truth if it bit her.","provide_bool",,,"negative",,"female",,,,
3,"No, he probably won't talk about it.","1_3_009",1,"No, he probably won't talk about it.","provide_bool",,,"negative",,"male",,,,
3,"You know, there is no proof that is true.","1_3_010",1,"You know, there is no proof that is true.","provide_bool",,,"negative",,,,,,
3,"Yes, we googled that.","1_3_011",1,"Yes, we googled that.","provide_bool",,,"positive",,,,,,
3,"No, his wife says that is impossible.","1_3_012",1,"No, his wife says that is impossible.","provide_bool",,,"negative",,"male",,,,
3,"No, and don't bring it up around him.","1_3_013",1,"No, and don't bring it up around him.","provide_bool",,,"negative",,"male",,,,
3,"If it's true, it's not in her diary.","1_3_014",1,"If it's true, it's not on her diary.","provide_bool",,,"negative",,"female",,,,
4,"I really miss seeing her around.","1_4_001",1," I really miss seeing her around.","standalone_comment",,,,,"female",,,,
4,"I was just thinking about him the other day.","1_4_002",1," I was just thinking about him the other day.","standalone_comment",,,,,"male",,,,
4,"What a terrible human being!","1_4_003",1,"What a terrible human being!","standalone_comment",,,,,,,,,
4,"I have not seen him in so long!","1_4_004",1,"I have not seen him in so long!","standalone_comment",,,,,"male",,,,
4,"He is so good natured.","1_4_005",1,"He is so good natured.","standalone_comment",,,,,"male",,,,
4,"That guy complains too much.","1_4_006",1,"That guy complains too much.","standalone_comment",,,,,"male",,,,
4,"She is so sweet that she annoys me.","1_4_007",1,"She is so sweet that she annoys me.","standalone_comment",,,,,"female",,,,
4,"He sure can make me laugh.","1_4_008",1,"He sure can make me laugh.","standalone_comment",,,,,"male",,,,
4,"He can be so mean to other people!","1_4_009",1,"He can be so mean to other people!","standalone_comment",,,,,"male",,,,
4,"She laughs like a hyena.","1_4_010",1,"She laughs like a hyena.","standalone_comment",,,,,"female",,,,
4,"Her name hasn't crossed my lips in a month.","1_4_011",1,"Her name hasn't crossed my lips in a month.","standalone_comment",,,,,"female",,,,
4,"She's just the coolest person ever.","1_4_012",1,"She's just the coolest person ever.","standalone_comment",,,,,"female",,,,
4,"He's totally out of it.","1_4_013",1,"He's totally out of it.","standalone_comment",,,,,"male",,,,
4,"She is totally uplifting.","1_4_014",1,"She is totally uplifting.","standalone_comment",,,,,"female",,,,
4,"His opinion is worthless.","1_4_015",1,"His opinion is worthless.","standalone_comment",,,,,"male",,,,
4,"It takes one to know one.","1_4_016",1,"It takes one to know one.","standalone_comment",,,,,,,,,
0,"How is Berna doing these days?","2_0_001",2," How is Berna doing these days?","introduce_topic","Berna",,,,,,,"female",
0,"Hey, whatever happened to Geertrui?","2_0_002",2,"Hey, whatever happened to Geertrui?","introduce_topic","Geertrui",,,,,,,"female",
0,"So is Roy still around?","2_0_003",2,"So is Roy still around?","introduce_topic","Roy",,,,,,,"male",
0,"I bumped into Tyrone the other day.","2_0_004",2,"I bumped into Tyrone the other day.","introduce_topic","Tryone",,,,,,,"male",
0,"Is there any news about Ernesto?","2_0_005",2,"Is there any news about Ernesto?","introduce_topic","Ernesto",,,,,,,"male",
0,"Have you heard from Alejandro?","2_0_006",2,"Have you heard from Alejandro?","introduce_topic","Alejandro",,,,,,,"male",
0,"Anyone know how Hassan is doing?","2_0_007",2,"Anyone know how Hassan is doing?","introduce_topic","Hassan",,,,,,,"male",
0,"Any news on Meer?","2_0_008",2,"Any news on Meer?","introduce_topic","Meer",,,,,,,"male",
0,"What's up with Tom these days?","2_0_009",2,"What's up with Tom these days?","introduce_topic","Tom",,,,,,,"male",
0,"Has anyone heard from Bella?","2_0_010",2,"Has anyone heard from Bella?","introduce_topic","Bella",,,,,,,"female",
0,"Has anyone seen Jada around?","2_0_011",2,"Has anyone seen Jada around?","introduce_topic","Jada",,,,,,,"female",
0,"I was trying to remember something about Jasmine.","2_0_012",2,"I was trying to remember something about Jasmin.","introduce_topic","Jasmin",,,,,,,"female",
0,"Where's Paula been keeping herself?","2_0_013",2,"Where's Paula been keeping herself?","introduce_topic","Paula",,,,,,,"female",
0,"I forget what Emma told us the other day.","2_0_014",2,"I forget what Emma told us the other day.","introduce_topic","Emma",,,,,,,"female",
0,"What has Twee been up to?","2_0_015",2,"What has Twee been up to?","introduce_topic","Twee",,,,,,,"female",
0,"Has anyone seen Chang?","2_0_016",2,"Has anyone seen Chang?","introduce_topic","Chang",,,,,,,"female",
0,"Is Guillermo supposed to be here today?","2_0_017",2,"Is Guillermo supposed to be here today?","request_bool","Guillermo","Is supposed to be here",,,,,,"male",
0," Did Carmelita really just get a new puppy?","2_0_018",2," Did Carmelita really just get a new puppy?","request_bool","Carmelita","just got a new puppy",,,,,,"female",
0,"So did Yoshimi ever finish those robots?","2_0_019",2,"So did Yoshimi ever finish those robots?","request_bool","Yoshimi","finished the robots",,,,,,"female",
0,"Is it true that Amber has four boyfriends?","2_0_020",2,"Is it true that Amber has four boyfriends?","request_bool","Amber","has four boyfriends",,,,,,"female",
0,"Is it true that Tanesha took belly dancing classes?","2_0_021",2,"Is it true that Tanesha took belly dancing classes?","request_bool","Tanesha","took dance classes",,,,,,"female",
0,"Did Zachary join the French Foreign Legion?","2_0_022",2,"Did Zachary join the French Foreign Legion?","request_bool","Zachary","joined a legion",,,,,,"male",
0,"Is Rose still refusing to climb down from that tree?","2_0_023",2,"Is Rose still refusing to climb down from that tree?","request_bool","Rose","refuses to climb down",,,,,,"female",
0,"Does David still pretend to be President of the United States?","2_0_024",2,"Does David still pretend to be President of the United States?","request_bool","David","pretends to be president",,,,,,"male",
0,"So how about Horatio taking over as VP of toaster ovens!","2_0_025",2,"   So how about Horatio taking over as VP of toaster ovens!","specific_info","Horatio","is taking over as VP of toaster ovens",,,,,,"male","positive"
0,"I guess you guys heard Roger's doctor won't let him play badminton any more..","2_0_026",2,"  I guess you guys heard Roger's doctor won't let him play badminton any more..","specific_info","Roger","can't play badminton",,,,,,"male","negative"
0,"Can you believe Cheryl didn't get accepted to Dartmouth?","2_0_027",2,"   Can you believe Cheryl didn't get accepted to Dartmouth?","specific_info","Cheryl","didn't get accepted to Dartmouth",,,,,,"female","negative"
0,"What is up with Neil Thomson lately?","2_0_028",2,"What is up with Neil thomson lately?","introduce_topic","Neil thomson",,,,,,,"male",
0,"You know, I haven't heard from Elektra Ricci in a long time.","2_0_029",2,"You know, I haven't heard from Elektra ricci in a long time.","introduce_topic","Elektra ricci",,,,,,,"female",
0,"How has Joaquin O'Neill been?","2_0_030",2,"How has Joaquin o'neill been?","introduce_topic","Joaquin o'neill",,,,,,,"male",
0,"I haven't heard much from Demetrius Howard.","2_0_031",2,"I haven't heard much from Demetrius howard.","introduce_topic","Demetrius howard",,,,,,,"male",
0,"Has Jesus Thomson been around much?","2_0_032",2,"Has Jesus thomson been around much?","introduce_topic","Jesus thomson",,,,,,,"male",
0,"What's the word on Carlos Morris?","2_0_033",2,"What's the word on Carlos morris?","introduce_topic","Carlos morris",,,,,,,"male",
0,"Have you checked in with Abdul Norris recently?","2_0_034",2,"Have you checked in with Abdul norris recently?","introduce_topic","Abdul norris",,,,,,,"male",
0,"What's up with William Miller?","2_0_035",2,"What's up with William miller?","introduce_topic","William miller",,,,,,,"male",
0,"Say, do you remember Maria Parker from that trip?","2_0_036",2,"Say, do you remember Maria parker from that trip?","introduce_topic","Maria parker",,,,,,,"female",
0,"What's up with Inez Thomas?","2_0_037",2,"What's up with Inez thomas?","introduce_topic","Inez thomas",,,,,,,"female",
0,"I'm trying to remember the last time I saw Raven Leitner.","2_0_038",2,"I'm trying to remember the last time I saw Raven leitner.","introduce_topic","Raven leitner",,,,,,,"female",
0,"Is Destinee Yamamoto somewhere around?","2_0_039",2,"Is Destinee yamamoto somewhere around?","introduce_topic","Destinee yamamoto",,,,,,,"female",
0,"What's going on with Jennifer Nishimura lately?","2_0_040",2,"What's going on with Jennifer nishimura lately?","introduce_topic","Jennifer nishimura",,,,,,,"female",
0,"Did you hear the news about Kenji Howards?","2_0_041",2,"Did you hear the news about Kenji howards?","introduce_topic","Kenji howards",,,,,,,"female",
0,"Has Akiko Thomson shown up yet?","2_0_042",2,"Has Akiko thomson shown up yet?","introduce_topic","Akiko thomson",,,,,,,"female",
0,"I ran into Lok Imanaka recently.","2_0_043",2,"I ran to Lok imanaka recently.","introduce_topic","Lok imanaka",,,,,,,"female",
